"ADRM1"	"AP2B1"	"ARL2"	"BCL2L2"	"BIK"	"BNIP3"	"BNIP3L"	"BRMS1"	"BTG1"	"CCL14"	"CCND2"	"CCND3"	"CDK4"	"CDK6"	"CDKN1A"	"CDKN2D"	"CEP55"	"CNOT7"	"CTBP1"	"DAPK1"	"DDX39A"	"DMRTB1"	"EIF4EBP2"	"EXOSC1"	"EXOSC5"	"FHL3"	"GAA"	"IGF2"	"IKZF1"	"IKZF5"	"KLF3"	"LSM2"	"LSM3"	"MME"	"MORF4L1"	"MRFAP1"	"MRFAP1L1"	"MTA1"	"NMI"	"OR10AG1"	"PCNA"	"PIAS1"	"PLEKHG7"	"PPID"	"PSMC1"	"PSMC2"	"PSMD2"	"PSMD5"	"QKI"	"RBBP4"	"RBBP8"	"RBFOX2"	"RBPMS"	"REEP2"	"RING1"	"RYBP"	"S100A1"	"S100B"	"S100P"	"SARNP"	"SH3GLB1"	"SH3GLB2"	"SNX32"	"STMN2"	"STX4"	"SUPT4H1"	"SUPT5H"	"TEX11"	"TOPBP1"	"TSG101"	"UBE2I"	"UCHL5"	"VAMP2"	"VAMP3"	"WDR7"	"lam"	"largeT"	"p53"
"MRFAP1L1"	0	0	0	0	0.750327251365528	0	0	0	0	0	0	0	0	0.200633524309247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.250935568863011	0	0	0	0	0	3.12253530611754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.48029951306783	0	0	0	0	0	0	0	0	0	0
"MTA1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.75030447643162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00852662609971213	0	0	0	0	0	0	0	0	0	0.0364293057311848	0	0	0	0	0	1.72991237925521	0	0	0	0	0	0	0	0	0	0
"NMI"	0	0	0	0	0	0	0	5.11515659296359	0	0	0	0	0	0	0	0	0	0	0	0	0.082610935709564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.100377215253984	0	0	0	0	0	0	0	0	0.331405251467124	0	0	1.36473991167847	0	0	0	0	0.12987029302773	0	0	0	0	0	0	0.815517119124891	0	0	1.0222997780706	0	0	0	0	0	0	0
"OR10AG1"	0.073129419505709	0	0.137655780332047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0422350550003323	0	0	0	0	0	0	0	0	0	0.215019480405761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.135552262167668	0.0782377756908349	0	0	0	0	0	0	0	0	0	0	0	0.0282647040480103	0	0	0	0	0	0	0	0.530049886112959	0	0	0	0	0	0	0.425598768306545	0
"PCNA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.25587975635497	0	0	0	0	0	0	0	0	0	0.249743184532879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.911838520865757	0	0	0	0	0	0	0
"PIAS1"	0	0	0	0	0	0	0	0.21090700878315	0	0	0	0	2.15603190896141	0	0	0.0101151231290009	0	0	0	0	0	0.0425403043668512	0	0	0	4.88492009428919	0	0	0	0	0.045207421998029	0	3.85811320851456	0	0	0.875167476177697	0	0	0.0240009250386845	0	0	0	0	0	1.81933045651489	0	0.0638398383654025	0	1.56646609341119	0	0	0	0	0	0.281948758637396	0	0	0	0	0	0	0	0	0.393298859713147	0	0	0	5.19186098974952	0	2.14302949942628	1.50235761449965	0	0	0	0	0	0	0
"PLEKHG7"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PPID"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0613866753568217	0	0	0	0	0	0	0	0.134885262130335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PSMC1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0345730252121811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.654398227170816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PSMC2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.341500696463485	0	0	0	0	0	0	0	0.109620954921818	0	0	0	0	0	0	0	0	0	0	1.42140400378144	0	0	3.41560564238107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7365941881343	0	0.456801807194135	0	0	0	0	0	0	0	0
"PSMD2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.85017770927176	0	0	0	0	0.242340908903271	0	0	0	0	0	0	0	0	0	0	0	0.587319554605295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PSMD5"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.454175285411865	0	0.376863220949932	0	0	0	0	0.140971124907053	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3079066517164	1.64135222760641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"QKI"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.113841125845131	0	0	2.53489956804125	0	0	0	3.14756131780644	0	0	0	0	0	0	1.81018016065345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09204032658105	1.37589366850226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.1003855705397	0	0	0	0	0	0	0	0	1.02019506796939	0
"RBBP4"	0	0	0	0	0	0	0	0	0	0	0	0	0.0204046734194814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.358935529529222	0	0.266079954513551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"RBBP8"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"RBFOX2"	0	0	0	0	0	0	0	0	0	0	0	0	0.110367559618677	0	0	0	0	0	0	0	0.209269561973528	2.27852003685815	0	0	0	1.10751780875064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0445211219423305	0	0	0	0	0	0	4.37229562537942	0	0	0	1.49104872476441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.926907514335922	0	0	0	0	0	0	0	0	0	0
"RBPMS"	0	0	0	0	0	0	0	0	0	0.103564536797462	0	0.220262545194514	0	0	0	0	0	0	0	0	0	3.45626895343403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.98232047256675	0	0	2.85836668724264	0	0	0	0	0	0	0	0	0.0654284354174708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"REEP2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0687217635545294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.201842907803209	0	0	0	0	0	0	0	0	0	0
"RING1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38166624977667	0	0	0.56093397020963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"RYBP"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.34923272586322	0	0	0.111103657668018	0	0	0	0	0	0	0	0	0	0.279613109426384	0	0	0	0	0	0	0	0	0	0.0127107413995218	0	0	0	0.117973013826354	0	0.899135739571275	0	0	0	0	0	0	0	0	0	0	0	0	0.263308904182711	0	0	0	0	0	0	0	0	0	0
"S100A1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.807830433980506	0	0	0	0	0	0	0	0	0	0	0	0	0.163257436025937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0926706144544956	0	0	0	0	0	0	0	0	0	0
"S100B"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.258972700713172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"S100P"	0	0	0	0.467344405519816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.236496995846275	0	0	0.0609302531245518	0.0927161082273236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SARNP"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.02526328529602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0397570502519052	0	0	0	0	0	0	0	0	0	0.357854387085243	0	0	0	0	0	0	0	0	0	0	0	0.133138257010052	0	0	0	0	0	0	0.116245018059934	0	0	0	0	0	0	0	0	0	0
"SH3GLB1"	0	0	0	0	0	0	0	0	0	0	0	0	0.429085874837	0	0	0	0	0.117169291348551	0	0	0	0	0	0	0.0526952627260635	0	0	0	0	0	0	0	0.142660263953067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.28559067397135	0	0	0	0	0	1.08684982713418	0	0	0.0427207987872995	0	0	0	0	0	0	0
"SH3GLB2"	0	0	0	0	0	0	0	0	0	0	0	0	0.754841049057493	0	0	0	0	0	0	0	0	0	0	0	0	4.5770174173216	0	0	0	0	0	0	2.90306732062104	0	0	0	0	0	3.25036749464903	0	0	1.20887069222504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.74406230246042	0	0	0	0	0	0	4.90265232806646	0	1.78217500794647	0	0	0	0	0	0	0	0
"SNX32"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.102714113672092	0	0	0	0	0	0	0	0	0.232673064876115	0	0	0	0	0	0	5.56479214495501	0	3.63732804947794	0	0	0	0	0	0	0	0
